Supplementary Table 5.  Genes annotated with “behavior” underneath each QTL (see “Candidate Gene Nomination” in Supplementary File 1).  ,,,,,,,,,,,,,,,
Gene Symbol,Chromosome,Gene Name,MGI ID,Start bp (GRCm39),End bp (GRCm39),Number of missense variants,Number of splice region variants,Number of inframe deletions,Number of inframe insertions,Number of nonsense mutations,Number of conserved element changes,Expressed in amygdala,Expressed in hippocampus,Expressed in prefrontal cortex,Interesting
Enkur,2,"enkurin, TRPC channel interacting protein",MGI:1918483,21185542,21210176,0,0,0,0,0,1,NO,YES,YES,YES
Epb41l1,2,erythrocyte membrane protein band 4.1 like 1,MGI:103010,156262829,156385134,0,0,0,0,0,1,NO,YES,YES,YES
Epc2,2,enhancer of polycomb homolog 2,MGI:1278321,49341498,49441954,0,0,0,0,0,0,NO,YES,YES,NO
Ermn,2,"ermin, ERM-like protein",MGI:1925017,57935125,57942876,1,0,0,0,0,2,NO,YES,YES,YES
Etl4,2,enhancer trap locus 4,MGI:95454,19915018,20815346,0,0,0,0,0,32,NO,YES,YES,YES
Eya2,2,EYA transcriptional coactivator and phosphatase 2,MGI:109341,165436952,165613647,0,0,0,0,0,20,NO,YES,YES,YES
F2,2,coagulation factor II,MGI:88380,91455665,91466759,0,0,0,0,0,0,NO,NO,NO,NO
Fam83d,2,"family with sequence similarity 83, member D",MGI:1919128,158610019,158628557,0,0,0,0,0,0,NO,YES,YES,NO
Fastkd5,2,FAST kinase domains 5,MGI:2139469,130455766,130471922,0,0,0,0,0,0,NO,YES,YES,NO
Fbln7,2,fibulin 7,MGI:1917620,128705791,128738954,0,0,0,0,0,0,NO,YES,YES,NO
Fbn1,2,fibrillin 1,MGI:95489,125142514,125348417,1,0,0,0,0,7,NO,YES,YES,YES
Fgf7,2,fibroblast growth factor 7,MGI:95521,125876578,125933105,0,0,0,0,0,0,NO,YES,YES,NO
Fign,2,fidgetin,MGI:1890647,63801852,63928382,0,0,0,0,0,1,NO,YES,YES,YES
Fitm2,2,fat storage-inducing transmembrane protein 2,MGI:2444508,163310623,163314549,0,0,0,0,0,0,NO,YES,YES,NO
Fitm2,2,fat storage-inducing transmembrane protein 2,MGI:2444508,163310623,163314549,0,0,0,0,0,0,NO,YES,YES,NO
Fkbp1a,2,FK506 binding protein 1a,MGI:95541,151384403,151403611,0,0,0,0,0,0,NO,YES,YES,NO
Foxa2,2,forkhead box A2,MGI:1347476,147884797,147888889,0,0,0,0,0,1,YES,YES,NO,YES
Foxs1,2,forkhead box S1,MGI:95546,152773818,152775128,0,0,0,0,0,0,NO,YES,YES,NO
Frmd5,2,FERM domain containing 5,MGI:2442557,121376010,121637568,0,0,0,0,0,9,NO,YES,YES,YES
Frzb,2,frizzled-related protein,MGI:892032,80242314,80277740,0,0,0,0,0,1,YES,YES,YES,YES
G6pc2,2,"glucose-6-phosphatase, catalytic, 2",MGI:1277193,69041417,69058185,0,0,0,0,0,0,NO,NO,NO,NO
Gabpb1,2,"GA repeat binding protein, beta 1",MGI:95611,126469362,126518257,0,0,0,0,0,0,NO,YES,YES,NO
Gad1,2,glutamate decarboxylase 1,MGI:95632,70391644,70432358,0,0,0,0,0,2,YES,YES,YES,YES
Gad2,2,glutamic acid decarboxylase 2,MGI:95634,22512262,22583889,0,0,0,0,0,0,YES,YES,YES,NO
Galk2,2,galactokinase 2,MGI:1917226,125701029,125826218,0,0,0,0,0,0,YES,YES,YES,NO
Galnt13,2,polypeptide N-acetylgalactosaminyltransferase 13,MGI:2139447,54326329,55008321,0,0,0,0,0,5,NO,YES,YES,YES
Gapvd1,2,GTPase activating protein and VPS9 domains 1,MGI:1913941,34566190,34645297,0,1,0,0,0,9,NO,YES,YES,YES
Gatm,2,glycine amidinotransferase (L-arginine:glycine amidinotransferase),MGI:1914342,122424954,122441758,0,0,0,0,0,3,NO,YES,YES,YES
Gbgt1,2,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",MGI:2449143,28386903,28395427,0,0,0,0,0,0,NO,YES,YES,NO
Ghrh,2,growth hormone releasing hormone,MGI:95709,157171417,157189426,0,0,0,0,0,0,NO,YES,YES,NO
Gjd2,2,"gap junction protein, delta 2",MGI:1334209,113840082,113844100,0,0,0,0,0,1,NO,YES,YES,YES
Golga1,2,"golgi autoantigen, golgin subfamily a, 1",MGI:1924149,38906167,38955553,2,0,0,0,0,13,NO,YES,YES,YES
Golga2,2,"golgi autoantigen, golgin subfamily a, 2",MGI:2139395,32178299,32197925,0,0,0,0,0,0,NO,YES,YES,NO
Gpd2,2,"glycerol phosphate dehydrogenase 2, mitochondrial",MGI:99778,57127690,57260731,0,0,0,0,0,3,YES,YES,YES,YES
Gpr158,2,G protein-coupled receptor 158,MGI:2441697,21372378,21835355,0,0,0,0,0,11,YES,YES,YES,YES
Gpr176,2,G protein-coupled receptor 176,MGI:2685858,118107591,118203900,0,0,0,0,0,3,NO,YES,YES,YES
Gpr21,2,G protein-coupled receptor 21,MGI:2441890,37406638,37409293,0,0,0,0,0,3,NO,YES,YES,YES
Gpsm1,2,"G-protein signalling modulator 1 (AGS3-like, C. elegans)",MGI:1915089,26205527,26238249,0,0,0,0,0,1,NO,YES,YES,YES
Grin1,2,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",MGI:95819,25181193,25209199,0,0,0,0,0,1,YES,YES,YES,YES
Hc,2,hemolytic complement,MGI:96031,34873343,34951450,0,1,0,0,0,11,NO,YES,NO,YES
Hdc,2,histidine decarboxylase,MGI:96062,126435587,126461219,0,0,0,0,0,0,NO,YES,NO,NO
Hipk3,2,homeodomain interacting protein kinase 3,MGI:1314882,104256826,104324791,0,0,0,0,0,0,NO,YES,YES,NO
Hnf4a,2,"hepatic nuclear factor 4, alpha",MGI:109128,163348731,163414827,0,0,0,0,0,1,NO,YES,NO,YES
Hnmt,2,histamine N-methyltransferase,MGI:2153181,23892922,23939406,3,1,0,0,0,9,NO,YES,YES,YES
Hoxd1,2,homeobox D1,MGI:96201,74593324,74595486,0,0,0,0,0,2,NO,NO,NO,NO
Hoxd10,2,homeobox D10,MGI:96202,74522268,74525449,0,0,0,0,0,0,NO,NO,NO,NO
Idh3b,2,isocitrate dehydrogenase 3 (NAD+) beta,MGI:2158650,130121229,130126371,0,0,0,0,0,1,YES,YES,YES,YES
Ier5l,2,immediate early response 5-like,MGI:1919750,30362643,30364211,1,0,0,0,0,3,NO,YES,YES,YES
Iftap,2,intraflagellar transport associated protein,MGI:1915420,101391124,101459376,0,0,0,0,0,0,NO,YES,YES,NO
Il1a,2,interleukin 1 alpha,MGI:96542,129141530,129151892,0,0,0,0,0,1,NO,YES,YES,YES
Il2ra,2,"interleukin 2 receptor, alpha chain",MGI:96549,11647618,11698004,0,0,0,0,0,1,NO,NO,NO,NO
Il36g,2,interleukin 36G,MGI:2449929,24076488,24083579,0,0,0,0,0,0,NO,NO,NO,NO
Ino80,2,INO80 complex subunit,MGI:1915392,119203523,119308168,0,0,0,0,0,2,NO,YES,YES,YES
Ism1,2,"isthmin 1, angiogenesis inhibitor",MGI:2442963,139520098,139600501,0,0,0,0,0,6,NO,YES,YES,YES
Itch,2,"itchy, E3 ubiquitin protein ligase",MGI:1202301,154975429,155068775,0,0,0,0,0,7,NO,YES,YES,YES
Itga4,2,integrin alpha 4,MGI:96603,79085770,79163467,0,1,0,0,0,11,YES,YES,YES,YES
Itga8,2,integrin alpha 8,MGI:109442,12111443,12306733,0,0,0,0,0,2,NO,YES,YES,YES
Itgav,2,integrin alpha V,MGI:96608,83554741,83637260,0,0,0,0,0,0,NO,YES,YES,NO
Itpa,2,inosine triphosphatase (nucleoside triphosphate pyrophosphatase),MGI:96622,130509530,130523534,0,0,0,0,0,0,NO,YES,YES,NO
Itprid2,2,ITPR interacting domain containing 2,MGI:1917849,79465696,79503310,3,0,0,0,1,15,NO,YES,YES,YES
Jag1,2,jagged 1,MGI:1095416,136923371,136958440,0,0,0,0,0,3,YES,YES,YES,YES
Kat14,2,lysine acetyltransferase 14,MGI:1917264,144210952,144249595,0,1,0,0,0,5,NO,YES,YES,YES
Kcna4,2,"potassium voltage-gated channel, shaker-related subfamily, member 4",MGI:96661,107120984,107128847,0,0,0,0,0,0,NO,YES,YES,NO
Kcnb1,2,"potassium voltage gated channel, Shab-related subfamily, member 1",MGI:96666,166937889,167032075,0,1,0,0,0,2,NO,YES,YES,YES
Kcnip3,2,"Kv channel interacting protein 3, calsenilin",MGI:1929258,127298418,127364014,1,0,0,0,0,4,YES,YES,YES,YES
Kcnj3,2,"potassium inwardly-rectifying channel, subfamily J, member 3",MGI:104742,55325982,55488157,0,0,0,0,0,2,NO,YES,YES,YES
Kcns1,2,"K+ voltage-gated channel, subfamily S, 1",MGI:1197019,164005539,164013033,0,0,0,0,0,0,NO,YES,YES,NO
Kcnt1,2,"potassium channel, subfamily T, member 1",MGI:1924627,25753807,25808285,0,0,0,0,0,2,NO,YES,YES,YES
Kif3b,2,kinesin family member 3B,MGI:107688,153133333,153175310,0,0,0,0,0,0,NO,YES,YES,NO
Klhl41,2,kelch-like 41,MGI:2683854,69500464,69514574,0,0,0,0,0,0,NO,YES,YES,NO
Knstrn,2,kinetochore-localized astrin/SPAG5 binding,MGI:1289298,118644470,118667691,0,0,0,0,0,0,NO,YES,YES,NO
Kyat1,2,kynurenine aminotransferase 1,MGI:1917516,30075136,30095859,0,0,0,0,0,0,YES,YES,YES,NO
Kynu,2,kynureninase,MGI:1918039,43445341,43572727,0,0,0,0,0,2,NO,NO,NO,NO
Lamc3,2,laminin gamma 3,MGI:1344394,31777303,31836551,5,1,0,0,0,5,YES,YES,YES,YES
Lcn2,2,lipocalin 2,MGI:96757,32274649,32277751,1,0,0,0,0,4,NO,YES,YES,YES
Lhx6,2,LIM homeobox protein 6,MGI:1306803,35971965,35995420,0,0,0,0,0,9,YES,YES,YES,YES
Lmx1b,2,LIM homeobox transcription factor 1 beta,MGI:1100513,33450977,33530620,0,0,0,0,0,4,NO,NO,NO,NO
Lrp2,2,low density lipoprotein receptor-related protein 2,MGI:95794,69254679,69416373,3,2,0,0,0,13,NO,YES,NO,YES
Lrp4,2,low density lipoprotein receptor-related protein 4,MGI:2442252,91287856,91344124,0,0,0,0,0,2,NO,YES,YES,YES
Lrrc8a,2,leucine rich repeat containing 8A VRAC subunit A,MGI:2652847,30127781,30153802,0,0,0,0,0,2,NO,YES,YES,YES
Lrrn4,2,leucine rich repeat neuronal 4,MGI:2445154,132710225,132722811,1,0,0,0,0,1,NO,YES,YES,YES
Lrsam1,2,leucine rich repeat and sterile alpha motif containing 1,MGI:2684789,32815228,32851626,0,0,0,0,0,0,NO,YES,YES,NO
Macrod2,2,mono-ADP ribosylhydrolase 2,MGI:1920149,140237229,142234886,1,0,0,0,0,179,NO,YES,YES,YES
Madd,2,MAP-kinase activating death domain,MGI:2444672,90967705,91013404,0,1,0,0,0,2,NO,YES,YES,YES
Mafb,2,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)",MGI:104555,160205623,160208985,0,0,0,0,0,0,NO,YES,YES,NO
Map1a,2,microtubule-associated protein 1 A,MGI:1306776,121120081,121141313,0,0,0,0,0,1,NO,YES,YES,YES
Mapk8ip1,2,mitogen-activated protein kinase 8 interacting protein 1,MGI:1309464,92214021,92231608,0,0,0,0,0,0,NO,YES,YES,NO
Mbd5,2,methyl-CpG binding domain protein 5,MGI:2138934,48839511,49209702,0,0,0,0,0,0,NO,YES,YES,NO
Mdk,2,midkine,MGI:96949,91760150,91762642,0,0,0,0,0,0,YES,YES,YES,NO
Mettl5,2,methyltransferase like 5,MGI:1922672,69701542,69715959,0,1,0,0,0,1,NO,YES,YES,YES
Miga2,2,mitoguardin 2,MGI:1922035,30254245,30275533,0,1,0,0,0,0,NO,YES,YES,YES
Mkks,2,McKusick-Kaufman syndrome,MGI:1891836,136715700,136733309,0,0,0,0,0,0,NO,YES,YES,NO
Mmp24,2,matrix metallopeptidase 24,MGI:1341867,155617262,155660286,0,0,0,0,0,0,NO,YES,YES,NO
Mmp9,2,matrix metallopeptidase 9,MGI:97011,164782700,164797770,1,1,0,0,0,6,NO,YES,YES,YES
Mrpl41,2,mitochondrial ribosomal protein L41,MGI:1333816,24864129,24865110,0,0,0,0,0,0,NO,YES,YES,NO
Mrps5,2,mitochondrial ribosomal protein S5,MGI:1924971,127429346,127445906,0,0,0,0,0,0,NO,YES,YES,NO
Mybpc3,2,"myosin binding protein C, cardiac",MGI:102844,90948489,90966861,5,0,0,0,0,3,NO,NO,YES,YES
Mymk,2,"myomaker, myoblast fusion factor",MGI:1913389,26951648,26962173,0,0,0,0,0,0,NO,YES,YES,NO
Myo3a,2,myosin IIIA,MGI:2183924,22232314,22508264,0,3,0,0,0,11,NO,NO,NO,NO
Myo3b,2,myosin IIIB,MGI:2448580,69869470,70259539,4,2,0,0,0,41,NO,YES,YES,YES
Nacc2,2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",MGI:1915241,25945547,26012823,0,0,0,0,0,0,NO,YES,YES,NO
Napb,2,N-ethylmaleimide sensitive fusion protein attachment protein beta,MGI:104562,148535905,148574387,0,0,0,0,0,0,NO,YES,YES,NO
Ncoa3,2,nuclear receptor coactivator 3,MGI:1276535,165834557,165915162,0,0,0,0,0,0,NO,YES,YES,NO
Ncs1,2,neuronal calcium sensor 1,MGI:109166,31135835,31186001,0,0,0,0,0,0,NO,YES,YES,NO
Ndrg3,2,N-myc downstream regulated gene 3,MGI:1352499,156769265,156833976,0,1,0,0,0,6,NO,YES,YES,YES
Ndufa8,2,NADH:ubiquinone oxidoreductase subunit A8,MGI:1915625,35926336,35939350,0,0,0,0,0,0,NO,YES,YES,NO
Ndufs3,2,NADH:ubiquinone oxidoreductase core subunit S3,MGI:1915599,90724971,90735065,0,0,0,0,0,1,NO,YES,YES,YES
Neb,2,nebulin,MGI:97292,52026652,52228810,0,2,0,0,0,8,NO,YES,YES,YES
Nebl,2,nebulette,MGI:1921353,17348720,17736275,0,0,0,0,0,0,NO,YES,YES,NO
Neurod1,2,neurogenic differentiation 1,MGI:1339708,79282981,79286980,0,0,0,0,0,0,YES,YES,YES,NO
Nfe2l2,2,"nuclear factor, erythroid derived 2, like 2",MGI:108420,75505857,75534985,0,0,0,0,0,0,NO,YES,YES,NO
Nnat,2,neuronatin,MGI:104716,157401998,157404442,0,0,0,0,0,0,YES,YES,YES,NO
Notch1,2,notch 1,MGI:97363,26347914,26393834,0,2,0,0,0,1,NO,YES,YES,YES
Nr4a2,2,"nuclear receptor subfamily 4, group A, member 2",MGI:1352456,56996845,57014018,0,0,0,0,0,1,YES,YES,YES,YES
Nr5a1,2,"nuclear receptor subfamily 5, group A, member 1",MGI:1346833,38582668,38604554,0,0,0,0,0,2,NO,NO,NO,NO
Nsmf,2,NMDA receptor synaptonuclear signaling and neuronal migration factor,MGI:1861755,24944370,24952893,0,0,0,0,0,0,YES,YES,YES,NO
Ntng2,2,netrin G2,MGI:2159341,29084738,29138111,0,0,0,0,0,3,NO,YES,YES,YES
Nup35,2,nucleoporin 35,MGI:1916732,80469156,80490415,0,0,0,0,0,1,NO,YES,YES,YES
Olfm1,2,olfactomedin 1,MGI:1860437,28083105,28120748,0,0,0,0,0,6,YES,YES,YES,YES
Or5ar1,2,olfactory receptor family 5 subfamily AR member 1,MGI:3030853,85671201,85672133,0,0,0,0,0,0,NO,NO,NO,NO
Oxt,2,oxytocin,MGI:97453,130418093,130418974,0,0,0,0,0,0,NO,YES,YES,NO
P2rx3,2,"purinergic receptor P2X, ligand-gated ion channel, 3",MGI:1097160,84828927,84867806,0,0,0,0,0,0,NO,YES,YES,NO
Pabpc1l,2,"poly(A) binding protein, cytoplasmic 1-like",MGI:1922908,163867370,163892458,0,0,0,0,0,0,NO,YES,YES,NO
Pak5,2,p21 (RAC1) activated kinase 5,MGI:1920334,135923024,136229887,0,0,0,0,0,0,NO,YES,YES,NO
Pank2,2,pantothenate kinase 2,MGI:1921700,131104415,131141108,0,0,0,0,0,0,NO,YES,YES,NO
Pax1,2,paired box 1,MGI:97485,147203850,147216972,0,0,0,0,0,0,NO,NO,NO,NO
Pax6,2,paired box 6,MGI:97490,105499245,105527709,0,0,0,0,0,8,YES,YES,YES,YES
Paxx,2,non-homologous end joining factor,MGI:2442831,25345153,25351106,0,0,0,0,0,0,NO,YES,YES,NO
Pbx3,2,pre B cell leukemia homeobox 3,MGI:97496,34061469,34262375,0,0,0,0,0,36,NO,YES,YES,YES
Pcif1,2,phosphorylated CTD interacting factor 1,MGI:2443858,164721288,164733360,0,0,0,0,0,1,NO,YES,YES,YES
Pcsk2,2,proprotein convertase subtilisin/kexin type 2,MGI:97512,143388076,143658205,0,0,0,0,0,4,NO,YES,YES,YES
Pde11a,2,phosphodiesterase 11A,MGI:3036251,75819485,76169118,1,0,0,0,0,45,NO,YES,YES,YES
Pde1a,2,"phosphodiesterase 1A, calmodulin-dependent",MGI:1201792,79664797,79959802,0,0,0,0,0,18,YES,YES,YES,YES
Pdyn,2,prodynorphin,MGI:97535,129528485,129541764,0,0,0,0,0,1,YES,YES,YES,YES
Pex16,2,peroxisomal biogenesis factor 16,MGI:1338829,92205021,92211562,0,0,0,0,0,0,NO,YES,YES,NO
Phf21a,2,PHD finger protein 21A,MGI:2384756,92014096,92195011,0,0,0,1,0,9,NO,YES,YES,YES
Phyh,2,phytanoyl-CoA hydroxylase,MGI:891978,4923830,4943541,0,0,0,0,0,0,YES,YES,YES,NO
Pjvk,2,pejvakin,MGI:2685847,76480617,76488898,0,0,0,0,0,0,NO,YES,YES,NO
Pkig,2,"protein kinase inhibitor, gamma",MGI:1343086,163500306,163568078,0,0,0,0,0,0,NO,YES,YES,NO
Pkn3,2,protein kinase N3,MGI:2388285,29967696,29981034,1,0,0,0,0,3,NO,YES,YES,YES
Pkp4,2,plakophilin 4,MGI:109281,58991194,59185552,0,0,0,0,0,3,NO,YES,YES,YES
Pla2g4e,2,"phospholipase A2, group IVE",MGI:1919144,119996893,120075816,1,1,0,0,1,3,NO,YES,YES,YES
Plcb1,2,"phospholipase C, beta 1",MGI:97613,134628084,135317178,2,0,0,0,0,54,YES,YES,YES,YES
Plcb2,2,"phospholipase C, beta 2",MGI:107465,118537998,118558919,0,0,0,0,0,0,NO,YES,YES,NO
Plcb4,2,"phospholipase C, beta 4",MGI:107464,135500931,135856513,0,0,0,0,0,18,YES,YES,YES,YES
Plekha3,2,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3",MGI:1932515,76505625,76527172,0,0,0,0,0,4,NO,YES,YES,YES
Plpp7,2,phospholipid phosphatase 7 (inactive),MGI:2445183,31985540,32000827,0,0,0,0,0,1,NO,YES,YES,YES
Pmpca,2,peptidase (mitochondrial processing) alpha,MGI:1918568,26279351,26287134,0,0,0,0,0,1,NO,YES,YES,YES
Pomt1,2,protein-O-mannosyltransferase 1,MGI:2138994,32126652,32145017,4,0,0,0,0,1,NO,YES,YES,YES
Ppig,2,peptidyl-prolyl isomerase G (cyclophilin G),MGI:2445173,69553092,69584403,0,0,0,0,0,1,NO,YES,YES,YES
Ppp1r26,2,"protein phosphatase 1, regulatory subunit 26",MGI:2685193,28336812,28345520,0,0,0,0,0,0,NO,YES,YES,NO
Ppp6c,2,"protein phosphatase 6, catalytic subunit",MGI:1915107,39084381,39116361,0,0,0,0,0,3,YES,YES,YES,YES
Prdm12,2,PR domain containing 12,MGI:2685844,31530049,31545807,0,0,0,0,0,0,NO,YES,YES,NO
Prex1,2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",MGI:3040696,166408265,166555752,0,1,0,0,0,0,NO,YES,YES,YES
Prkra,2,"protein kinase, interferon inducible double stranded RNA dependent activator",MGI:1344375,76460242,76478359,0,0,0,0,0,1,NO,YES,YES,YES
Prnd,2,prion like protein doppel,MGI:1346999,131792781,131798050,0,0,0,0,0,0,NO,NO,NO,NO
Prnp,2,prion protein,MGI:97769,131751848,131780349,0,0,0,0,0,0,YES,YES,YES,NO
Prokr2,2,prokineticin receptor 2,MGI:2181363,132211625,132227413,0,0,0,0,0,1,NO,YES,YES,YES
Prom2,2,prominin 2,MGI:2138997,127368873,127383337,0,0,0,0,0,0,NO,YES,NO,NO
Prpf40a,2,pre-mRNA processing factor 40A,MGI:1860512,53024714,53081450,0,0,0,0,0,0,YES,YES,YES,NO
Psd4,2,pleckstrin and Sec7 domain containing 4,MGI:2674093,24257571,24299882,3,1,0,0,0,2,NO,YES,NO,YES
Psmf1,2,"proteasome (prosome, macropain) inhibitor subunit 1",MGI:1346072,151557982,151586114,0,0,0,0,0,0,NO,YES,YES,NO
Ptgds,2,prostaglandin D2 synthase (brain),MGI:99261,25356721,25360058,0,0,0,0,0,0,NO,YES,YES,NO
Ptges,2,prostaglandin E synthase,MGI:1927593,30779483,30793309,0,0,0,0,0,4,NO,YES,YES,YES
Ptgs1,2,prostaglandin-endoperoxide synthase 1,MGI:97797,36120438,36142284,0,0,0,0,0,2,YES,YES,YES,YES
Ptpn1,2,"protein tyrosine phosphatase, non-receptor type 1",MGI:97805,167773977,167821305,0,0,0,0,0,0,NO,YES,YES,NO
Ptpra,2,"protein tyrosine phosphatase, receptor type, A",MGI:97808,130292198,130396220,0,0,0,0,0,0,NO,YES,YES,NO
Ptprt,2,"protein tyrosine phosphatase, receptor type, T",MGI:1321152,161363910,162503067,1,0,0,0,0,15,YES,YES,YES,YES
Qrfp,2,pyroglutamylated RFamide peptide,MGI:3630329,31696180,31700592,0,0,0,0,0,0,NO,YES,NO,NO
Rabgap1,2,RAB GTPase activating protein 1,MGI:2385139,37333291,37456466,0,1,0,0,0,13,NO,YES,YES,YES
Rag1,2,recombination activating 1,MGI:97848,101468627,101479846,0,0,0,0,0,0,NO,NO,YES,NO
Ralgapb,2,"Ral GTPase activating protein, beta subunit (non-catalytic)",MGI:2444531,158251768,158341173,0,0,0,0,0,0,YES,YES,YES,NO
Ralgps1,2,Ral GEF with PH domain and SH3 binding motif 1,MGI:1922008,33023429,33261498,0,0,0,0,0,17,NO,YES,YES,YES
Rbck1,2,RanBP-type and C3HC4-type zinc finger containing 1,MGI:1344372,152158254,152174573,0,0,0,0,0,0,YES,YES,YES,NO
Rbpjl,2,recombination signal binding protein for immunoglobulin kappa J region-like,MGI:1196616,164245061,164257368,0,0,0,0,0,0,NO,YES,NO,NO
Rnd3,2,Rho family GTPase 3,MGI:1921444,51020451,51039123,0,0,0,0,0,1,YES,YES,YES,YES
Rnf208,2,ring finger protein 208,MGI:1916096,25132941,25134273,0,0,0,0,0,0,NO,YES,YES,NO
Rxra,2,retinoid X receptor alpha,MGI:98214,27566452,27652969,0,0,0,0,0,0,NO,YES,YES,NO
Ryr3,2,ryanodine receptor 3,MGI:99684,112461700,113047441,0,0,0,0,0,16,NO,YES,YES,YES
Sall4,2,spalt like transcription factor 4,MGI:2139360,168590252,168609121,0,0,0,0,0,0,YES,YES,NO,NO
Sardh,2,sarcosine dehydrogenase,MGI:2183102,27078405,27138344,3,2,0,0,0,1,NO,YES,YES,YES
Scai,2,suppressor of cancer cell invasion,MGI:2443716,38956226,39080746,0,0,0,0,0,10,NO,YES,YES,YES
Scg5,2,secretogranin V,MGI:98289,113606707,113659466,0,0,0,0,0,1,NO,YES,YES,YES
Scn1a,2,"sodium channel, voltage-gated, type I, alpha",MGI:98246,66101125,66271181,0,0,0,0,0,5,NO,YES,YES,YES
Scn2a,2,"sodium channel, voltage-gated, type II, alpha",MGI:98248,65451115,65597791,0,0,0,0,0,11,NO,YES,YES,YES
Scn3a,2,"sodium channel, voltage-gated, type III, alpha",MGI:98249,65287462,65397935,0,0,0,0,0,3,NO,YES,YES,YES
Scn9a,2,"sodium channel, voltage-gated, type IX, alpha",MGI:107636,66310424,66465306,0,0,0,0,0,2,NO,YES,YES,YES
Scrn3,2,secernin 3,MGI:1921866,73142980,73168158,0,0,0,0,0,1,NO,YES,YES,YES
Sec23b,2,"SEC23 homolog B, COPII coat complex component",MGI:1350925,144398149,144432669,0,0,0,0,0,2,NO,YES,YES,YES
Sec61a2,2,"Sec61, alpha subunit 2 (S. cerevisiae)",MGI:1931071,5875798,5900243,0,0,0,0,0,0,NO,YES,YES,NO
Secisbp2l,2,SECIS binding protein 2-like,MGI:1917604,125578906,125624790,0,0,0,0,0,0,NO,YES,YES,NO
Semg1,2,semenogelin 1,MGI:1858275,164077849,164080261,0,0,0,0,0,0,NO,NO,NO,NO
Serf2,2,small EDRK-rich factor 2,MGI:1337041,121279679,121283901,0,0,0,0,0,0,NO,YES,YES,NO
Setx,2,senataxin,MGI:2443480,29014193,29072483,0,0,0,0,0,0,NO,YES,YES,NO
Sh2d3c,2,SH2 domain containing 3C,MGI:1351631,32611067,32645019,0,0,0,0,0,4,NO,YES,YES,YES
Shc4,2,"SHC (Src homology 2 domain containing) family, member 4",MGI:2655364,125469367,125566068,0,0,0,0,0,1,NO,YES,YES,YES
Shld1,2,shieldin complex subunit 1,MGI:1920997,132528851,132592975,0,0,0,0,0,0,NO,YES,YES,NO
Sirpa,2,signal-regulatory protein alpha,MGI:108563,129434755,129474148,1,0,0,0,0,2,YES,YES,YES,YES
Sla2,2,Src-like-adaptor 2,MGI:1925049,156716071,156729161,0,0,0,0,0,0,NO,YES,YES,NO
Slc12a1,2,"solute carrier family 12, member 1",MGI:103150,124994430,125071922,0,0,0,0,0,13,NO,NO,NO,NO
Slc12a5,2,"solute carrier family 12, member 5",MGI:1862037,164802766,164841651,0,0,0,0,0,5,YES,YES,YES,YES
Slc12a6,2,"solute carrier family 12, member 6",MGI:2135960,112096659,112193508,0,0,0,0,0,0,NO,YES,YES,NO
Slc1a2,2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",MGI:101931,102489004,102621129,0,1,0,0,0,11,NO,YES,YES,YES
Slc24a5,2,"solute carrier family 24, member 5",MGI:2677271,124910047,124930597,0,0,0,0,0,0,NO,YES,YES,NO
Slc25a12,2,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",MGI:1926080,71104614,71198125,0,2,0,0,0,41,NO,YES,YES,YES
Slc25a25,2,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25",MGI:1915913,32304499,32341457,0,0,0,0,0,3,NO,YES,YES,YES
Slc27a4,2,"solute carrier family 27 (fatty acid transporter), member 4",MGI:1347347,29692646,29707534,0,0,0,0,0,0,NO,YES,YES,NO
Slc30a4,2,"solute carrier family 30 (zinc transporter), member 4",MGI:1345282,122523153,122544583,0,0,0,0,0,0,NO,YES,YES,NO
Slc32a1,2,"solute carrier family 32 (GABA vesicular transporter), member 1",MGI:1194488,158452687,158457668,0,0,0,0,0,0,YES,YES,YES,NO
Slc35c1,2,"solute carrier family 35, member C1",MGI:2443301,92283109,92290863,0,0,0,0,0,0,NO,YES,YES,NO
Slc35c2,2,"solute carrier family 35, member C2",MGI:2385166,165118474,165129789,0,0,0,0,0,1,YES,YES,YES,YES
Slc4a10,2,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",MGI:2150150,61876806,62157074,0,0,0,0,0,5,NO,YES,YES,YES
Slc52a3,2,"solute carrier protein family 52, member 3",MGI:1916948,151838431,151851178,0,0,0,0,0,1,NO,YES,YES,YES
Snai1,2,snail family zinc finger 1,MGI:98330,167380115,167384734,0,0,0,0,0,0,NO,YES,YES,NO
Snap23,2,synaptosomal-associated protein 23,MGI:109356,120398152,120431736,0,0,0,0,0,0,NO,YES,YES,NO
Snap25,2,synaptosomal-associated protein 25,MGI:98331,136555373,136624348,0,0,0,0,0,2,YES,YES,YES,YES
Snph,2,syntaphilin,MGI:2139270,151432469,151474513,0,0,0,0,0,0,NO,YES,YES,NO
